"Points:0","Points:1","Points:2","T","T.liquid","T.vapor","U:0","U:1","U:2","alpha.liquid","alpha.liquid_0","alpha.vapor","alphas","dgdt.liquid","dgdt.vapor","p","p_rgh","rho"
0.5,0.126662,0.005,299.415,299.415,299.415,0.0074648,-0.000186305,0,5.37083e-31,5.34762e-31,1,1,0,-2.33528e-05,101326,101327,0.732633
0.5,0.126662,0,299.415,299.415,299.415,0.0074648,-0.000186305,0,5.37083e-31,5.34762e-31,1,1,0,-2.33528e-05,101326,101327,0.732633
0.5,0.128328,0.005,299.406,299.406,299.406,0.00780202,-0.000177748,0,2.99359e-30,2.9808e-30,1,1,0,-2.40103e-05,101326,101327,0.732655
0.5,0.128328,0,299.406,299.406,299.406,0.00780202,-0.000177748,0,2.99359e-30,2.9808e-30,1,1,0,-2.40103e-05,101326,101327,0.732655
0.5,0.129995,0.005,299.398,299.398,299.398,0.00807354,-0.000168716,0,1.24701e-29,1.24174e-29,1,1,0,-2.44533e-05,101326,101327,0.732674
0.5,0.129995,0,299.398,299.398,299.398,0.00807354,-0.000168716,0,1.24701e-29,1.24174e-29,1,1,0,-2.44533e-05,101326,101327,0.732674
0.5,0.131661,0.005,299.391,299.391,299.391,0.00828058,-0.000159283,0,3.73086e-29,3.71523e-29,1,1,0,-2.4657e-05,101326,101327,0.732693
0.5,0.131661,0,299.391,299.391,299.391,0.00828058,-0.000159283,0,3.73086e-29,3.71523e-29,1,1,0,-2.4657e-05,101326,101327,0.732693
0.5,0.133328,0.005,299.384,299.384,299.384,0.00842437,-0.00014952,0,7.66542e-29,7.63352e-29,1,1,0,-2.4691e-05,101326,101327,0.732709
0.5,0.133328,0,299.384,299.384,299.384,0.00842437,-0.00014952,0,7.66542e-29,7.63352e-29,1,1,0,-2.4691e-05,101326,101327,0.732709
0.5,0.134995,0.005,299.378,299.378,299.378,0.00850613,-0.000139504,0,1.0317e-28,1.02742e-28,1,1,0,-2.4464e-05,101326,101327,0.732724
0.5,0.134995,0,299.378,299.378,299.378,0.00850613,-0.000139504,0,1.0317e-28,1.02742e-28,1,1,0,-2.4464e-05,101326,101327,0.732724
0.5,0.136661,0.005,299.372,299.372,299.372,0.00852714,-0.000129307,0,8.66735e-29,8.63136e-29,1,1,0,-2.40985e-05,101326,101327,0.732738
0.5,0.136661,0,299.372,299.372,299.372,0.00852714,-0.000129307,0,8.66735e-29,8.63136e-29,1,1,0,-2.40985e-05,101326,101327,0.732738
0.5,0.138328,0.005,299.367,299.367,299.367,0.0084887,-0.000119001,0,4.29274e-29,4.27481e-29,1,1,0,-2.34747e-05,101326,101327,0.73275
0.5,0.138328,0,299.367,299.367,299.367,0.0084887,-0.000119001,0,4.29274e-29,4.27481e-29,1,1,0,-2.34747e-05,101326,101327,0.73275
0.5,0.139994,0.005,299.363,299.363,299.363,0.00839206,-0.000108663,0,1.15679e-29,1.1519e-29,1,1,0,-2.26949e-05,101326,101327,0.73276
0.5,0.139994,0,299.363,299.363,299.363,0.00839206,-0.000108663,0,1.15679e-29,1.1519e-29,1,1,0,-2.26949e-05,101326,101327,0.73276
